허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
의림지 공영주차장,02,충청북도,제천시,충청북도 제천시 모산동 210번지 공영주차장,충청북도 제천시 모산동 210(공영주차장),37.1758154,128.2115132,2,연187570원,2019-06-08,2021-06-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,식품위생법 시행령 제21조 제8호 가목의 휴게음식점영업 또는 같은 호 바목의 제과점영업 외,충청북도 제천시청,043-641-3182,2022-10-18,4400000,충청북도 제천시
중부선 농다리 졸음쉼터,7,충청북도,진천군,충청북도 진천군 문백면 중부고속도로 31,충청북도 진천군 문백면 구곡리 87,36.8346558,127.4940163,1,0,2020-09-01,2021-08-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,진천군,043-539-3423,2022-09-06,4450000,충청북도 진천군
진천(하남)졸음쉼터내,7,충청북도,진천군,충청북도 진천군 초평면 중석3길 14,충청북도 진천군 초평면 중석리 1235,,,1,0,2021-09-04,2022-09-03,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,진천군,043-539-3423,2022-09-06,4450000,충청북도 진천군
진천군체육회 내부장소,7,충청북도,진천군,충청북도 진천군 진천읍 원덕로 166,충청북도 진천군 진천읍 신정리 산 38-1,,,1,0,2021-07-01,2021-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,진천군,043-539-3423,2022-09-06,4450000,충청북도 진천군
영상강문화공원,4,전라남도,담양군,,전라남도 담양군 담양읍 향교리 271-8,35.32520546,126.987889,2,월 338080원,2020-04-20,2022-04-19,연중무휴,10:00,19:00,10:00,19:00,,,,,,,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,,전라남도 담양군청,061-380-3308,2022-09-30,4850000,전라남도 담양군
자수정동굴나라,1,울산광역시,울주군,울산광역시 울주군 삼남읍 자수정로 170,울산광역시 울주군 삼남읍 가천리 산 5-1,,,1,년 300000원,2022-01-03,2024-01-02,월+화+수+목+금,00:00,00:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,울산광역시 울주군청,052-204-2225,2022-11-16,3730000,울산광역시 울주군
무지개푸드,6,전라남도,장성군,,전라남도 장성군 황룡면 아곡리 342-3,35.31848588,126.7291716,1,0,2019-09-23,2023-09-23,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,"커피,담배, 주류",장성군청,061-390-7343,2022-11-01,4980000,전라남도 장성군
군포시장,99,경기도,군포시,"경기도 군포시 군포로538번길 7-3, 건물 앞 도로 (당동)","경기도 군포시 당동 749-41, 건물 앞 도로",37.35407433,126.9468877,1,0,1899-12-30,1899-12-30,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 군포시청,031-390-0534,2022-10-18,4020000,경기도 군포시
로하스 캠핑테리아,2,경기도,연천군,경기도 연천군 전곡읍 은전로 47,경기도 연천군 전곡읍 은대리 573,38.0280866564,127.0649737792,1,0,2022-09-01,2027-08-31,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,술,경기도 연천군청,031-839-2234,2022-11-04,4140000,경기도 연천군
바다야,2,경기도,연천군,,경기도 연천군 연천읍 부곡리 188,38.0769967792,127.1420611557,1,0,2021-09-17,2024-09-16,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,술,경기도 연천군청,031-839-2234,2022-11-04,4140000,경기도 연천군
정이네뜰,2,경기도,연천군,,경기도 연천군 연천읍 부곡리 188,38.0769967792,127.1420611557,1,0,2021-09-17,2024-09-16,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,술,경기도 연천군청,031-839-2234,2022-11-04,4140000,경기도 연천군
"美, cafe",99,경기도,연천군,,경기도 연천군 연천읍 부곡리 188,38.0769967792,127.1420611557,1,0,2021-09-17,2024-09-16,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,술,경기도 연천군청,031-839-2234,2022-11-04,4140000,경기도 연천군
주영카페,2,경기도,연천군,,경기도 연천군 미산면 동이리 778,38.0235032171,126.9854182081,1,0,2022-06-14,2024-06-13,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,술,경기도 연천군청,031-839-2234,2022-11-04,4140000,경기도 연천군
동막골 유원지 협동조합,2,경기도,연천군,경기도 연천군 연천읍 동막로 237-168,경기도 연천군 연천읍 동막리 635,38.0976089699,127.1105118549,1,0,2022-08-01,2026-12-31,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,술,경기도 연천군청,031-839-2234,2022-11-04,4140000,경기도 연천군
동막골 유원지 협동조합,2,경기도,연천군,경기도 연천군 연천읍 동막로 237-168,경기도 연천군 연천읍 동막리 635,38.0976089699,127.1105118549,1,0,2022-08-01,2026-12-31,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,술,경기도 연천군청,031-839-2234,2022-11-04,4140000,경기도 연천군
