로컬푸드인증번호,인증유효시작일자,인증유효종료일자,인증취소일자,사업장도로명주소,사업장지번주소,생산지도로명주소,생산지지번주소,품목명,재배면적,재배규모,인증부여일자,사업자명,사업자등록번호,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
2017-03-0456,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 봉동동서로 41,,깻잎,,,2017-10-27,이성무,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0457,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 봉동로 57-11,,생강,,,2017-10-27,이순애,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0415,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 계월길 14,,깻잎,,,2017-09-28,정인철,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0416,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 내월길 109-2,,쪽파,,,2017-09-28,조일현,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0416,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 내월길 109-2,,쪽파,,,2017-09-28,조일현,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0417,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 하학길 28,,고추,,,2017-09-28,최명희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0417,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 하학길 28,,고추,,,2017-09-28,최명희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0418,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 항가길 21-11,,들깻잎,,,2017-09-28,한숙희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0418,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 항가길 21-11,,들깻잎,,,2017-09-28,한숙희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0419,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 은교신월길 42-12,,대파,,,2017-10-27,강순임,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0419,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 은교신월길 42-12,,대파,,,2017-10-27,강순임,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0420,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이서금평길 73-33,,무,,,2017-10-27,강향원,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0420,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이서금평길 73-33,,무,,,2017-10-27,강향원,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0421,2017-11-17,2019-11-16,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 용동길 34-2,,파프리카,,,2017-10-27,국윤도,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0421,2017-11-17,2019-11-16,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 용동길 34-2,,파프리카,,,2017-10-27,국윤도,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0422,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 운주면 운주로 243-40,,부추,,,2017-10-27,김근섭,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0422,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 운주면 운주로 243-40,,부추,,,2017-10-27,김근섭,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0423,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 상원신길 14-3,,시금치,,,2017-10-27,김동덕,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0423,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 상원신길 14-3,,시금치,,,2017-10-27,김동덕,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0425,2017-11-17,2019-11-16,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 난산평촌로 36-42,,부추,,,2017-10-27,김순옥,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0425,2017-11-17,2019-11-16,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 난산평촌로 36-42,,부추,,,2017-10-27,김순옥,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0426,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 읍내2길 79 503호,,배추,,,2017-10-27,김영래,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0426,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 읍내2길 79 503호,,배추,,,2017-10-27,김영래,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0427,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 상하학길 51-6,,배추,,,2017-10-27,김영자,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0427,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 상하학길 51-6,,배추,,,2017-10-27,김영자,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0429,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 원안덕길 35-12,,부추,,,2017-10-27,김임규,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0429,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 원안덕길 35-12,,부추,,,2017-10-27,김임규,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0430,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 원구암길 89,,당근,,,2017-10-27,김재선,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0430,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 원구암길 89,,당근,,,2017-10-27,김재선,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0431,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 반교로 21 106/1108,,고추,,,2017-10-27,김종철,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0431,2017-10-27,2019-10-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 반교로 21 106/1108,,고추,,,2017-10-27,김종철,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0385,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 상관소양로 21-68,,가지,,,2017-09-28,소영숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0385,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 상관소양로 21-68,,가지,,,2017-09-28,소영숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0391,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 주동길 60,,메론,,,2017-09-28,안영이,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0391,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 주동길 60,,메론,,,2017-09-28,안영이,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0392,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 용서1길 172,,깻잎,,,2017-09-28,오현명,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0392,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 용서1길 172,,깻잎,,,2017-09-28,오현명,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0393,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 소양면 송광새터길 13,,연근,,,2017-09-28,유남욱,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0393,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 소양면 송광새터길 13,,연근,,,2017-09-28,유남욱,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0396,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 수선길 46-12,,들깻잎,,,2017-09-28,유지성,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0396,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 수선길 46-12,,들깻잎,,,2017-09-28,유지성,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0397,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 장승길 133,,당근,,,2017-09-28,유희일,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0397,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 장승길 133,,당근,,,2017-09-28,유희일,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0399,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이문길 15 부영  101동 301호,,가지,,,2017-09-28,이서두레농장,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0399,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이문길 15 부영  101동 301호,,가지,,,2017-09-28,이서두레농장,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0402,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 만덕산길 445,,상추,,,2017-09-28,이영숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0402,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 만덕산길 445,,상추,,,2017-09-28,이영숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0405,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 상하학길 99,,파,,,2017-09-28,이용문,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0405,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 상하학길 99,,파,,,2017-09-28,이용문,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0408,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 만덕산길 236,,상추,,,2017-09-28,이정숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0408,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 만덕산길 236,,상추,,,2017-09-28,이정숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0409,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 용복신덕길 21-1,,아마란스잎,,,2017-09-28,이정옥,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0409,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 용복신덕길 21-1,,아마란스잎,,,2017-09-28,이정옥,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0412,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 대문안길 30-3,,오이,,,2017-09-28,임승순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0412,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 대문안길 30-3,,오이,,,2017-09-28,임승순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0413,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 만덕산길 236,,오이고추,,,2017-09-28,장숙자,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0413,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 만덕산길 236,,오이고추,,,2017-09-28,장숙자,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0414,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 삼례읍 가인길 14,,대파,,,2017-09-28,전정심,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0414,2017-12-20,2019-12-19,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 삼례읍 가인길 14,,대파,,,2017-09-28,전정심,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0415,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 계월길 14,,깻잎,,,2017-09-28,정인철,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0352,2017-08-31,2019-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 청암길 41,,상추,,,2017-08-31,정순이,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0355,2017-09-17,2019-09-16,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 다리실길 34-8,,고추,,,2017-08-31,최갑상,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0355,2017-09-17,2019-09-16,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 다리실길 34-8,,고추,,,2017-08-31,최갑상,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0357,2017-08-31,2019-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 영앙길 37,,대파,,,2017-08-31,하헌재,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0357,2017-08-31,2019-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 영앙길 37,,대파,,,2017-08-31,하헌재,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0358,2017-08-31,2019-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 평촌로 249,,대파,,,2017-08-31,허정순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0358,2017-08-31,2019-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 평촌로 249,,대파,,,2017-08-31,허정순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0361,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 반교로 21 남양  107동 806호,,꽈리고추,,,2017-09-28,김덕희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0361,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 반교로 21 남양  107동 806호,,꽈리고추,,,2017-09-28,김덕희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0362,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 구재길 132-18,,쑥,,,2017-09-28,김두순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0362,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 구재길 132-18,,쑥,,,2017-09-28,김두순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0364,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 고산천로 401-6,,호박+양파,,,2017-09-28,김성진,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0364,2017-09-28,2019-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 고산천로 401-6,,호박+양파,,,2017-09-28,김성진,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2017-03-0367,2017-10-26,2019-10-25,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 난산평촌로 116-45,,토마토,,,2017-09-28,김인철,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
