육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
규암초등학교 앞,기타,1-1호선,계백로,충청남도 부여군 규암면 계백로,36.271967,126.865602,21,5,,5,4,1.1,19,N,없음,,비가림시설,1,1997-12-01,N,보통,제한없음,,정기점검,2020-05-17,충청남도 부여군청,2022-11-16,4570000,충청남도 부여군
부여초등학교 앞,기타,3-4호선,성왕로,충청남도 부여군 규암면 성왕로,36.283668,126.923441,21.5,5,,5,3,1.2,19,N,없음,,비가림시설,1,1999-12-30,N,보통,제한없음,,정기점검,2020-05-17,충청남도 부여군청,2022-11-16,4570000,충청남도 부여군
보도육교,일반국도,20호선,의령대로,경상남도 의령군 의령읍 벽화로 644-16,35.31400209,128.2565761,33,5,,4.5,7,,79,Y,경사로,1,,,,Y,양호,제한없음,,정밀안전진단,2022-11-14,경상남도 의령군청,2022-11-15,5390000,경상남도 의령군
단계육교,시도,3219073번,북원로,강원도 원주시 북원로 2384,37.35769372,127.9375741,25.1,4.7,,4.5,4,1,,N,없음,0,없음,0,,N,보통,제한없음,19.12 강재도장보수 43㎡,정기점검,2022-10-24,강원도 원주시청,2022-11-24,4190000,강원도 원주시
kT&G앞 육교,시도,3219073번,북원로,강원도 원주시 소초면 장양리 722-3,37.40700167,127.9568051,30.7,4.8,,4.6,4,1,,Y,경사로,2,없음,0,,N,보통,제한없음,,정기점검,2022-10-24,강원도 원주시청,2022-11-24,4190000,강원도 원주시
장양육교,시도,3219073번,북원로,강원도 원주시 소초면 장양리 806,37.41079621,127.9594464,24.7,5.1,,4.9,3,1,,Y,경사로,2,없음,0,,N,보통,제한없음,19.12 강재도장보수 20㎡,정기점검,2022-10-24,강원도 원주시청,2022-11-24,4190000,강원도 원주시
혁신도시 육교,시도,3219073번,혁신로,강원도 원주시 반곡동 1914-7,37.32482759,127.9910403,88,5.7,,5.5,5,1,,Y,엘리베이터,1,없음,0,,N,양호,제한없음,,정기점검,2022-10-24,강원도 원주시청,2022-11-24,4190000,강원도 원주시
안인일출교,기타,,안인일출길+안인진길,강원도 강릉시 강동면 안인진리 13-1,37.73415994,128.9894969,60.8,,,0,3.7,1,,N,없음,,,,,N,양호,제한없음,,정기점검,2022-05-12,강원도 강릉시청,2022-12-05,4200000,강원도 강릉시
강문솟대다리,기타,,창해로,강원도 강릉시 강문동 248-4,37.797323,128.916759,89.15,,,0,4,1.2,,Y,경사로,,,,,N,양호,제한없음,,정기점검,2022-05-12,강원도 강릉시청,2022-12-05,4200000,강원도 강릉시
솔바람다리,기타,,공항길,강원도 강릉시 공항길127번길,37.767951,128.951321,199.0,,,0,4,1.2,,Y,경사로,,,,,N,양호,제한없음,,정기점검,2022-05-12,강원도 강릉시청,2022-12-05,4200000,강원도 강릉시
율곡초앞육교,시도,,원대로,강원도 강릉시 교동 1918,37.76635177,128.8827116,28.2,5.1,,4.3,4,1.2,,N,없음,,,,,N,양호,제한없음,,정기점검,2022-05-12,강원도 강릉시청,2022-12-05,4200000,강원도 강릉시
경포초육교,시도,,원대로,강원도 강릉시 교동 1933,37.76903806,128.8828818,28,5.1,,4.3,4,1.2,,N,없음,,,,,N,양호,제한없음,,정기점검,2022-05-12,강원도 강릉시청,2022-12-05,4200000,강원도 강릉시
호계3동행정복지센터 앞 육교,일반국도,국도1호선,경수대로,경기도 안양시 동안구 경수대로 504,37.3676845,126.9587908,45.6,5,,4.3,4,1.1,,Y,승강기,1,,,2004-02-08,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
범계동 신동아(아) 앞 육교,시도,,경수대로,경기도 안양시 동안구 경수대로 721,37.3858624,126.9504651,45,5,,4.5,4,1.1,,Y,승강기,1,,,1993-06-19,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
향림 육교,일반국도,국도1호선,경수대로,경기도 안양시 만안구 예술공원로70번길 57-3,37.41290798,126.9196567,47,5,,4.5,3,1.1,,N,없음,0,,,1995-05-16,N,양호,제한없음,,정기점검,2021-11-25,경기도 안양시청,2022-11-15,3830000,경기도 안양시
석수역 앞 육교,일반국도,국도1호선,경수대로,경기도 안양시 만안구 경수대로 1430,37.4339014,126.903779,59,5.5,,5,3.7,1.1,,Y,승강기,1,,,2009-06-03,N,양호,제한없음,,정기점검,2019-06-30,경기도 안양시청,2022-11-15,3830000,경기도 안양시
호계3동 삼신아파트 앞 육교,일반국도,국도47호선,흥안대로,경기도 안양시 동안구 흥안대로 46,37.3674678,126.9509763,29,5,,4.8,4,1.1,,N,없음,0,,,1993-03-18,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
안양남초교 앞 육교,일반국도,국도47호선,흥안대로,경기도 안양시 동안구 흥안대로249번길 18,37.37812652,126.967912,45.3,5.5,,5,4,1.1,,Y,승강기,1,,,1993-09-16,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
평촌지하차도 위 육교,일반국도,국도47호선,흥안대로,경기도 안양시 동안구 흥안대로 372,37.3876567,126.9731514,44.6,5.5,,5,4,1.1,,N,없음,0,,,1994-10-28,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
서안양우체국사거리 육교,지방도,국지도57호선,관악대로,경기도 안양시 만안구 안양로 238,37.3945594,126.925384,30,4.3,,4.3,5,1.1,,Y,승강기,1,,,1994-04-10,N,양호,제한없음,,정기점검,2021-11-25,경기도 안양시청,2022-11-15,3830000,경기도 안양시
샘모루초교 앞 육교,지방도,국지도57호선,관악대로,경기도 안양시 동안구 관악대로 133,37.3994214,126.9386655,40.4,5,,4.7,4,1.1,,Y,승강기,1,,,2003-12-05,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
중앙공원 앞 육교,시도,,평촌대로,경기도 안양시 동안구 평촌대로 164,37.3867809,126.9587683,118.6,5,,5,4,1.1,,Y,경사로,1,,,1992-10-19,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
롯데 향촌(아) 앞 육교,시도,,평촌대로,경기도 안양시 동안구 귀인로 193,37.38668847,126.9603797,107,5.5,,5.5,4,1.1,,Y,경사로,1,,,1997-05-07,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
신촌동행정복지센터 앞 육교,시도,,동안로,경기도 안양시 동안구 동안로 28,37.3818035,126.9563052,84,5.5,,5.5,4,1.1,,Y,경사로,1,,,1997-05-16,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
농수산물도매시장 앞 육교,시도,,관평로,경기도 안양시 동안구 흥안대로 313,37.38310598,126.9704796,67,5,,4.5,3.5,1.1,,Y,경사로,1,,,1999-03-22,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
중앙공원관리사무소 앞 육교,시도,,관평로,경기도 안양시 동안구 관평로138번길 13,37.39052262,126.962384,89.8,5.5,,5,4,1.1,,Y,경사로,1,,,1992-10-10,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
희성초교 앞 육교,시도,,학의로,경기도 안양시 동안구 학의로 90,37.3987117,126.9495243,91,5,,4.5,4,1.1,,Y,경사로,1,,,1998-03-16,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
부안초교 앞 육교,시도,,달안로,경기도 안양시 동안구 달안로 117,37.3978633,126.9554415,94,5,,4.5,4,1.1,,Y,경사로,1,,,1998-03-22,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
달안동행정복지센터 앞 육교,시도,,달안로,경기도 안양시 동안구 달안로 71,37.396314,126.9508033,84.6,5.5,,5,4,1.1,,Y,경사로,1,,,1993-10-14,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
부흥초교 앞 육교,시도,,달안로,경기도 안양시 동안구 달안로 28,37.3936897,126.947137,94,5.5,,5.5,4,1.1,,Y,경사로,1,,,1997-05-09,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
부림동행정복지센터 앞 육교,시도,,달안로,경기도 안양시 동안구 달안로 158,37.3989065,126.959855,85.2,5.5,,5,4,1.1,,Y,경사로,1,,,1993-10-16,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
평안동행정복지센터 앞 육교,시도,,관평로,경기도 안양시 동안구 관평로138번길 52,37.3901524,126.9651204,84.6,5.5,,5,4,1.1,,Y,경사로,1,,,1992-10-07,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
범계초교 앞 육교,시도,,평촌대로,경기도 안양시 동안구 평촌대로179번길 40,37.3873402,126.9553378,84.6,5.5,,5,4,1.1,,Y,경사로,1,,,1992-10-29,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
귀인초교 앞 육교,시도,,귀인로,경기도 안양시 동안구 귀인로 247,37.3874853,126.9661254,90.4,5.5,,5,4,1.1,,Y,경사로,1,,,1992-04-09,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
범계중학교 앞 육교,시도,,귀인로,경기도 안양시 동안구 귀인로 155,37.3845541,126.9563174,85.6,5.5,,5.5,4,1.1,,Y,경사로,1,,,1992-04-18,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
명학역 앞 육교,시도,,만안로,경기도 안양시 만안구 만안로 19,37.3851652,126.9346205,24.2,6,,6,5,1.1,,Y,승강기,1,,,2012-01-13,Y,양호,제한없음,,정기점검,2019-06-30,경기도 안양시청,2022-11-15,3830000,경기도 안양시
진흥 육교,시도,,만안로,경기도 안양시 만안구 만안로 202,37.399255,126.9245448,29.1,6,,6,6,1.1,,Y,승강기,1,,,2017-07-12,Y,양호,제한없음,,정기점검,2019-04-19,경기도 안양시청,2022-11-15,3830000,경기도 안양시
펜타힐즈보도육교,시도,,대로1류,경상북도 경산시 펜타힐즈로,35.828473,128.719263,155.4,5.7,,5,5,1.8,3,Y,엘리베이터,2,,,2017-01-25,Y,양호,제한없음,,정기점검,2017-01-25,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
중방보도육교,기타,,하천,경상북도 경산시 강변동로,35.826319,128.730438,122,1.2,,4.5,2,1.8,7,Y,경사로,2,,,2012-10-30,Y,양호,제한없음,,정기점검,2012-10-30,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
정평보도육교,기타,,하천,경상북도 경산시 강변동로,35.837304,128.730337,115,1.2,,4.5,3,1.8,7,Y,경사로,2,,,2016-09-30,Y,양호,제한없음,,정기점검,2016-09-30,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
중산(보도)육교,기타,,경부 철도,경상북도 경산시 옥산로,35.831304,128.722594,30,7.1,,4.5,3,1.8,5,Y,경사로,2,,,2007-10-30,Y,보통,제한없음,,정기점검,2017-10-30,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
옥곡(보도)육교,기타,,경부 철도,경상북도 경산시 옥산길,35.812219,128.730696,98,7.1,,4.5,3,1.8,5,Y,경사로,2,,,2008-10-30,Y,보통,제한없음,,정기점검,2008-10-30,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
신안육교,시도,3번,신안로,경상남도 진주시 신안동 340,35.1832619,128.0707412,36.6,4.5,3.5,4.5,3,1.2,6,N,없음,,없음,,1995-01-01,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
도동육교,시도,3번,대신로,경상남도 진주시 하대동 291-1,35.18916777,128.116881,28.9,4.5,3.5,4.5,3,1.2,6,N,없음,,없음,,1992-01-01,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
칠암육교,시도,3번,동진로,경상남도 진주시 칠암동 130-7,35.17902872,128.0961044,20.5,4.5,3.5,4.5,3,1.2,6,N,없음,,없음,,1996-01-01,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
상대육교,시도,3번,동진로,경상남도 진주시 상대동 332-1,35.18024326,128.1092772,20.5,4.5,3.5,4.5,3,1.2,5,N,없음,,없음,,1994-01-01,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
개양육교,시도,3번,진주대로,경상남도 진주시 가좌동 산 80-6,35.1796118,128.1045126,32.5,4.5,3.5,4.5,3,1.2,6,Y,경사로,1,없음,,2006-01-01,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
가좌육교,시도,대로1,진주대로,경상남도 진주시 가좌동 996-12,35.15020213,128.1038711,32,4.5,3.5,4.5,3,1.2,,N,없음,,없음,,,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
혁신육교,시도,대로1,에나로,경상남도 진주시 충무공동 294,35.17527917,128.1453082,57,4.5,3.5,4.5,6.5,1.2,,Y,없음,,없음,,2011-01-01,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
내동육교,일반국도,3호,순환로,경상남도 진주시 내동면 독산리 46-15,35.16399181,128.0674456,40,4.5,3.5,4.5,3,1.2,,Y,없음,,없음,,,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
정촌산단육교(1),기타,0,화개천로,경상남도 진주시정촌면 예하리 1327,35.126624,128.1043619,26,4.5,3.5,4.5,3.5,1.2,,N,없음,,없음,,2011-01-01,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
정촌산단육교(2),기타,0,화개천로,경상남도 진주시정촌면 예하리 1327,35.12254289,128.1024309,55,4.5,3.5,4.5,3.5,1.2,,N,경사로,,없음,,2011-01-01,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
점봉육교(점봉초),일반국도,37호선,세종로,경기도 여주시 점봉동 343-2,37.275701,127.637752,29.8,5,,4.5,3.3,2,0,N,없음,,,,1996-01-01,Y,양호,제한없음,,정기점검,2022-05-08,경기도 여주시청,2022-11-01,5700000,경기도 여주시
교리육교(여주대),일반국도,37호선,세종로,경기도 여주시 교동 46-4,37.267992,127.637736,29.8,5,,4.5,3.3,2,0,Y,경사로,2,,,1999-01-01,Y,양호,제한없음,,정기점검,2022-05-08,경기도 여주시청,2022-11-01,5700000,경기도 여주시
교리2육교(여주고),일반국도,37호선,세종로,경기도 여주시 교동 32-3,37.258077,127.645893,30,5,,4.5,3.5,2,0,Y,경사로,2,,,2006-01-01,Y,양호,제한없음,계단보수,정기점검,2022-05-08,경기도 여주시청,2022-11-01,5700000,경기도 여주시
동미교(경기관광고),지방도,88호선,여양로,경기도 여주시 대신면 율촌리 268-7,37.375674,127.590802,7,4.5,,4.5,3.5,2,0,N,없음,,,,1982-01-01,N,양호,제한없음,,정기점검,2022-08-12,경기관광고등학교,2022-11-01,5700000,경기도 여주시
연라육교(연라초),지방도,333호선,여주남로,경기도 여주시 월송동 339-12,37.277511,127.612584,29.6,5.2,,4.5,4,2,0,N,없음,,,,2012-01-01,Y,양호,제한없음,,정기점검,2022-08-10,경기도 여주시청,2022-11-01,5700000,경기도 여주시
신해보도육교(현진에버빌아파트),일반국도,3호선,경충대로,경기도 여주시 가남읍 신해리 635-56,37.210793,127.541919,41.3,5.1,,4.5,4,2,0,Y,엘리베이터,2,,,2009-01-01,Y,양호,제한없음,,정기점검,2018-12-17,국토교통부 수원국토관리사무소,2022-11-01,5700000,경기도 여주시
양평보도육교,기타,,경의중앙선,,37.49410673,127.4911801,85,7,15,5,4,1.5,4,N,없음,0,없음,0,1995-12-30,N,양호,제한없음,바닥+시설물 보수,정기점검,2022-10-12,경기도 양평군청,2022-11-28,4170000,경기도 양평군
창대보도육교,기타,,경의중앙선,,37.48633286,127.4972236,20,7,15,5,4,1.5,2,N,없음,0,없음,0,2009-12-30,N,양호,제한없음,바닥+시설물 보수,정기점검,2022-10-12,경기도 양평군청,2022-11-28,4170000,경기도 양평군
호계3동 대림(아) 앞 육교,일반국도,국도1호선,경수대로,경기도 안양시 동안구 경수대로 446,37.3632713,126.960806,45.6,5.5,,5,4,1.1,,Y,승강기,1,,,2003-12-27,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
상현보도육교,일반국도,광로2-1,국도43호선,경기도 용인시 수지구 포은대로 37,37.29946846,127.0647334,130.0,,,4.5,4.5,,,Y,엘리베이터,,,,2012-09-30,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
신봉초교 앞 보도육교,시도,대로3-1,신봉1로,경기도 용인시 수지구 신봉동 957,37.32900888,127.0677148,34,,,4.5,4.5,,,Y,엘리베이터,,,,2016-02-19,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
꽃메사거리 보도육교,일반국도,중로2-1,국도43호선,경기도 용인시 수지구 동백죽전대로 1066,37.32477086,127.1226031,42,,,5,2.5,,,Y,엘리베이터,,,,2019-02-11,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
